Formula,Stearic_Acid_%,Beeswax_%,Liquid_Paraffin_%,Lanolin_%,Triethanolamine_%,Sorbitol_%,Disodium_EDTA_%,Methylparaben_%,Propylene_Glycol_%,Propylparaben_%,Tween_80_%,Water_%,Perfume_%,Viscosity_cps,pH,Spreadability_cm,Washability_sec,HLB,Stability,Data_Source,Evidence_DOI
F0796,9.7234,2.1071,21.8039,2.6063,2.0468,1.66,1.7606,0.0399,3.1652,0.0194,2.017,52.0255,1.025,1931.3,6.08,8.44,8.1,11.65,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0797,10.7591,1.6725,28.5164,2.8639,2.0381,1.961,1.9763,0.0457,3.7572,0.0208,1.953,43.4387,0.9973,2381.6,5.76,8.91,12.5,11.56,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0798,15.3901,2.885,24.9594,2.9526,1.8764,1.7766,1.9962,0.0406,3.0845,0.0156,2.0469,41.9756,1.0004,2951.6,6.34,9.14,8.8,11.89,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0799,14.0488,3.5579,20.9652,2.7143,1.8115,1.821,1.8093,0.0307,3.0614,0.0158,1.5846,47.7592,0.8202,2511.6,6.58,8.78,9,11.86,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0800,15.5054,3.1671,21.0278,2.9301,1.5939,1.5627,1.9504,0.0354,4.1644,0.0159,2.0061,45.0455,0.9953,2721.4,6.67,8.96,9.8,12,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0801,12.8151,3.1784,24.8694,2.5454,2.1093,1.614,2.0811,0.035,3.7181,0.0182,1.6759,44.4963,0.8439,2625.1,6.61,8.77,9.4,11.71,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0802,12.721,3.1794,22.413,2.7715,1.8363,1.7219,1.8477,0.0305,3.8743,0.0189,1.6148,47.2243,0.7464,2713.7,6.76,9.03,10.3,11.75,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0803,11.633,2.9067,19.6683,2.8073,2.0543,2.1647,1.8495,0.0375,3.7717,0.0191,1.8996,50.1061,1.0824,1889.8,6.09,8.22,8.1,11.78,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0804,10.851,3.7438,19.7978,2.8024,1.7892,2.169,2.1402,0.0479,4.6621,0.0203,2.0081,49.0328,0.9354,1608,6.38,7.74,6.3,11.67,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0805,12.9302,2.1477,21.8113,2.7042,1.7791,2.2584,2.2833,0.0344,3.5667,0.0195,1.8049,47.775,0.8853,2354.4,5.97,7.98,6.7,11.87,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0806,11.7569,3.4531,19.219,2.9239,1.9318,1.989,1.9039,0.0367,3.8777,0.0153,1.732,50.2141,0.9466,2347,6.47,8.49,10.3,11.75,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0807,14.4824,2.8352,23.4187,2.6275,1.5676,1.4332,1.8829,0.0342,3.1288,0.0149,1.8299,45.8337,0.9112,3065.5,6.42,9.12,13,11.89,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0808,14.9204,3.9374,19.2934,3.4075,1.8173,1.8086,2.0553,0.0365,4.5632,0.0212,1.8028,45.2513,1.0852,2335.9,6.7,8.09,7.6,11.91,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0809,14.4685,1.3261,24.6487,3.0285,2.0807,2.0147,2.2178,0.0354,4.4145,0.0197,2.0445,42.7637,0.9373,2775.1,5.97,9.04,9.7,11.93,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0810,10.0413,3.7384,26.981,2.4094,2.0776,2.1118,1.7934,0.04,3.6864,0.0196,1.7859,44.3985,0.9166,2115.5,6.17,8.81,7.8,11.45,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0811,16.427,2.1917,23.4935,3.2666,2.1376,1.7255,1.9,0.0437,3.6841,0.0184,1.7402,42.3448,1.0267,2858.9,5.93,8.88,8.6,11.99,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0812,16.624,2.4957,19.8344,3.2291,2.213,1.6887,2.1372,0.0373,3.8832,0.0217,2.2014,44.7536,0.8808,2576.4,6.25,8.7,9,12.14,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0813,11.0762,2.0692,19.333,3.4542,1.9102,1.9846,2.3247,0.0449,3.8321,0.0182,2.2278,50.595,1.1297,1750.3,6.38,7.34,4.6,11.77,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0814,16.8249,0.7517,23.7352,2.5207,1.9358,2.1803,1.8732,0.0442,4.0619,0.0221,2.1052,43.0465,0.8984,2647.1,5.22,8.77,8.8,12.18,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0815,15.6166,1.8357,24.2676,3.0063,1.9697,1.6149,1.7675,0.0338,3.4328,0.017,1.9428,43.6043,0.8911,2944.9,6.18,9.7,11.2,11.97,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0816,11.4612,3.4138,21.0889,2.7376,1.9804,1.7411,1.7996,0.0375,3.6785,0.0194,1.9812,49.0546,1.0063,2085.3,6.46,8.08,7.8,11.71,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0817,12.1929,2.0066,24.255,3.0644,2.1195,1.7445,2.1571,0.0351,4.0069,0.0222,1.9931,45.2441,1.1585,2361.4,5.83,8.51,8.2,11.73,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0818,15.5019,2.131,24.9606,2.5271,1.6811,2.0261,1.7801,0.0316,3.2395,0.0176,1.5257,43.7151,0.8627,3072.6,6.03,9.29,11.3,11.94,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0819,14.4144,3.6167,25.2757,2.7702,1.8081,1.999,2.054,0.0417,3.5202,0.0208,1.629,42.0539,0.7962,2811,6.56,9.41,12,11.76,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0820,13.1034,2.0441,23.0786,2.5267,1.9198,1.8341,1.8448,0.0352,3.8855,0.0161,1.6794,47.1635,0.8688,2868.1,6.31,8.94,9.7,11.85,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0821,13.8661,2.3808,22.2355,2.8298,2.1166,1.7914,2.2521,0.0438,3.6689,0.0214,2.0843,45.7669,0.9422,2425.3,6.25,8.8,11.9,11.91,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0822,14.7512,2.9023,23.217,2.9766,1.7362,2.0361,1.8901,0.0401,3.7049,0.0167,1.8503,43.9109,0.9677,2812.4,6.56,9.29,12.3,11.88,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0823,10.8856,3.6601,26.0613,3.0236,1.7604,1.8747,1.6529,0.0375,3.3157,0.0188,1.9376,44.8446,0.927,2351.4,6.29,8.69,10.7,11.5,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0824,15.6194,2.1929,16.8031,2.939,1.6246,1.9994,1.6565,0.0351,3.9678,0.0209,1.7688,50.538,0.8345,2565.3,6.11,8.55,7.7,12.21,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0825,11.0932,1.9088,20.5161,3.1407,2.3048,1.7132,2.0317,0.041,4.5129,0.0201,2.0334,49.75,0.934,1949.1,6.07,7.98,6.3,11.76,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0826,11.6876,2.2649,18.3982,3.1797,2.0983,1.7018,1.7881,0.0388,3.2974,0.0179,1.7362,52.7538,1.0373,2329.8,6.25,8.23,6.8,11.83,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0827,14.3823,0.6651,18.8102,3.3612,2.2292,1.9212,2.2426,0.0413,4.3826,0.0196,1.7743,49.1798,0.9907,2288.2,5.88,7.99,5.5,12.12,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0828,12.2835,1.8002,23.4221,2.5903,1.7748,1.8336,1.4734,0.0351,3.8326,0.0147,1.6694,48.4491,0.8213,2792.2,6.38,9.08,7.2,11.79,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0829,14.9429,2.786,18.9685,2.2972,1.7801,1.9839,2.0037,0.0407,3.9899,0.0183,1.7613,48.4675,0.9599,2637.9,6.34,8.49,9.4,12.1,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0830,11.2838,2.3959,22.806,2.3951,1.9253,1.6383,1.5842,0.034,3.7389,0.0199,1.9108,49.4877,0.78,2508.7,6.36,8.76,8.8,11.73,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0831,14.4774,3.6726,19.827,2.8126,1.8838,1.7358,1.934,0.037,3.7061,0.0181,1.6102,47.3903,0.895,2401.9,6.49,8.37,7,11.92,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0832,14.4888,2.5572,25.7758,2.7569,1.8754,2.0384,1.8243,0.0396,3.6564,0.0182,2.0103,42.0715,0.8872,2836.8,6.31,9.03,8.7,11.84,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0833,14.3178,2.8613,19.5507,3.0058,1.7968,1.6949,1.9235,0.0374,3.7566,0.0159,1.731,48.4333,0.8749,2773.1,6.29,8.93,10.8,11.96,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0834,13.7593,0.9601,24.7627,3.0232,1.6259,1.9837,1.8361,0.0334,3.6781,0.0171,1.8366,45.4741,1.0096,2793.7,5.79,9.05,10.9,11.88,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0835,13.248,1.9795,20.8564,3.0334,1.7766,1.5799,2.0532,0.0408,3.8216,0.0179,1.5895,49.2133,0.79,2571.4,5.93,8.65,8.8,11.89,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0836,11.0468,0.8434,20.0307,3.1268,2.1394,1.93,1.9618,0.0337,3.4099,0.0182,1.9837,52.4659,1.0098,1984.4,5.77,7.84,7.8,11.85,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0837,14.3166,2.1122,24.2064,3.0335,2.0298,1.8211,1.8084,0.0335,4.0755,0.0178,1.6008,44.1441,0.8003,2899.7,6.05,9.76,12.3,11.85,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0838,16.2363,2.988,25.9686,2.6649,1.9953,1.8424,1.6846,0.0328,3.529,0.0165,2.1271,40.0057,0.9089,2963.5,6.15,9.02,10.5,11.93,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0839,15.6298,1.6621,24.1066,3.0681,2.1454,2.1147,1.9836,0.0371,3.846,0.0208,2.1387,42.3197,0.9274,2883.4,5.87,8.92,8,12,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0840,14.2217,3.8372,22.9461,2.6266,1.7248,1.6554,1.9528,0.0389,3.4984,0.0203,2.0577,44.5055,0.9146,2661.2,6.6,8.68,9.9,11.84,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0841,13.9251,3.1824,26.5672,2.7883,1.6723,1.7601,1.9559,0.0379,3.2796,0.0157,1.9149,41.993,0.9075,3027.7,6.24,9.39,10.5,11.74,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0842,14.6677,2.3365,20.6413,2.6368,1.8208,2.3134,2.0008,0.0448,4.4625,0.0203,2.1451,45.8429,1.067,2446.1,6.18,8.54,8.6,12.04,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0843,10.1554,3.3816,20.3592,2.9517,1.8737,1.8053,1.9628,0.0427,3.2438,0.0212,1.9423,51.3528,0.9076,1854.7,6.52,8.34,5.5,11.6,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0844,10.4654,1.1733,26.4687,3.2908,2.1108,1.8394,2.0261,0.0394,4.1142,0.0229,2.2303,45.0683,1.1505,2045.3,5.99,8.78,8.5,11.6,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0845,11.5087,2.0233,17.6177,2.6002,1.6989,1.7846,1.7035,0.0409,3.3245,0.02,1.7271,54.8569,1.0936,1945.4,5.99,8.01,7.1,11.91,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0846,12.3813,0.837,22.0759,3.0642,1.9261,1.8759,1.7216,0.0359,3.4211,0.0212,1.731,49.9827,0.926,2260.7,5.44,8.54,7.7,11.87,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0847,13.4005,2.0636,19.6714,2.7752,1.9103,1.5598,1.7993,0.0315,3.2938,0.0185,2.0176,50.6669,0.7917,2457.3,6.23,8.89,9.2,11.99,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0848,15.3202,3.5255,17.3829,2.636,2.1091,2.0188,2.1478,0.0333,3.9529,0.0196,1.653,48.2089,0.9918,2360.6,6.38,8.17,9.9,12.09,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0849,15.2489,1.5951,19.1694,3.1072,2.0315,1.5529,1.9553,0.0319,3.1042,0.0169,1.6833,49.542,0.9614,2578.6,6.14,9.07,9.7,12.11,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0850,15.8079,3.6165,19.3118,2.8251,1.9831,1.7387,1.9379,0.0349,3.5744,0.0185,1.8976,46.315,0.9387,2529.2,6.78,8.45,8.9,12.04,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0851,11.2965,0.9642,26.8548,2.8103,2.2594,2.1178,1.8865,0.0373,4.008,0.0174,1.7616,44.9093,1.0769,2343.8,5.73,8.6,10.8,11.67,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0852,13.8602,1.3066,24.2253,3.376,1.716,1.8403,1.8161,0.0364,3.7924,0.0216,2.2116,44.8008,0.9966,2744.3,5.7,8.8,9.2,11.88,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0853,12.569,1.7753,24.8988,2.9261,1.6093,1.5846,2.0291,0.0365,4.0036,0.0157,1.8221,45.7282,1.0017,2746.3,6.26,8.93,9.7,11.75,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0854,14.256,3.2363,24.0247,2.0803,1.4073,1.4561,1.5544,0.0358,3.6401,0.0148,1.6867,45.8023,0.8053,2957,6.75,9.53,9.8,11.87,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0855,12.5992,0.6146,27.9119,2.8345,1.8505,2.1197,1.6727,0.0338,4.0753,0.0173,2.0327,43.4357,0.802,2766.4,5.94,8.86,11.1,11.77,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0856,16.9399,3.178,19.6487,3.1857,2.0312,2.0471,2.1426,0.0398,3.857,0.0203,1.8303,44.0711,1.0083,2589.2,6.66,8.63,8.2,12.1,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0857,11.927,2.0663,20.9938,2.8764,1.7555,2.09,2.0748,0.0405,4.1321,0.0181,1.8548,49.1994,0.9713,2458.9,6.22,8.52,9.6,11.81,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0858,13.7423,1.5111,24.2683,2.9733,1.6202,1.8363,1.7124,0.0406,3.5168,0.0163,1.7069,46.2831,0.7723,2891.1,6.09,9.29,10.7,11.86,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0859,10.1961,1.3958,27.1487,3.0844,2.1745,2.1525,1.7343,0.0448,3.6807,0.0204,2.0913,45.131,1.1454,2133.2,5.98,8.39,9,11.56,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0860,13.6549,2.089,24.5336,2.2591,1.6297,1.7354,1.5289,0.0372,3.391,0.0163,1.4904,46.6712,0.9634,2816.1,6.27,9.47,10.2,11.85,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0861,10.312,2.3095,26.2782,3.4482,1.9699,2.2051,2.1024,0.0461,3.9606,0.0193,2.2798,44.159,0.9099,2033.5,5.86,8.39,7.8,11.52,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0862,14.9687,2.9047,23.8081,2.5819,2.09,2.2013,2.1284,0.0439,3.6342,0.0223,1.89,42.6255,1.1011,2702.4,6.13,8.79,8.6,11.91,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0863,12.8938,3.4295,18.5859,3.0922,1.7603,2.0517,2.1146,0.0367,3.6036,0.0205,1.8944,49.5433,0.9735,2266.6,6.57,8.28,7,11.85,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0864,12.0304,1.6467,21.2832,3.1583,1.9932,2.1849,1.8465,0.0415,4.217,0.0175,1.9013,48.742,0.9375,2194.8,6.16,8.52,7.6,11.82,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0865,16.6871,2.4072,24.1874,2.4935,2.118,1.7863,1.9751,0.0437,3.9279,0.0204,1.8779,41.4357,1.0398,2788.7,6.04,9.16,13.1,12.04,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0866,11.8053,2.0321,20.1642,2.7313,1.7768,1.8921,1.7094,0.0425,3.7115,0.0169,1.8425,51.4808,0.7946,2441.7,6.19,8.42,7.9,11.84,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0867,12.67,1.5642,27.3312,3.0569,2.1904,2.0328,2.098,0.0431,3.3905,0.0212,2.0233,42.5977,0.9808,2642.9,6.1,8.96,10.1,11.72,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0868,11.3766,2.64,20.3805,3.0787,2.1171,2.1169,2.1722,0.0439,3.4658,0.0189,2.096,49.5932,0.9002,2111,6.42,7.59,5.3,11.75,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0869,13.5481,0.7049,19.1019,3.3926,2.3257,2.1588,1.9602,0.0462,4.2863,0.0225,2.2063,49.2313,1.0151,2128.3,5.92,7.95,7.1,12.07,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0870,15.2103,2.1007,18.3326,2.5049,1.8533,1.905,1.9889,0.0328,4.4177,0.0185,2.127,48.6522,0.8562,2550.3,6.46,8.52,11.8,12.19,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0871,10.1916,2.6955,27.5606,2.5088,1.7698,2.1349,1.7818,0.0399,3.8498,0.0196,1.8569,44.7674,0.8235,2337.8,6.4,8.96,11.5,11.5,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0872,10.5945,0.5993,24.5625,2.6527,1.6704,1.5614,1.5406,0.0339,3.8706,0.02,1.9842,49.9149,0.995,2462.4,5.71,8.46,9.1,11.73,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0873,11.5625,1.327,23.0339,2.7051,1.7075,1.8785,2.1189,0.0389,4.2429,0.0173,1.7149,48.7104,0.9421,2388.5,5.72,8.72,8.8,11.77,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0874,14.9369,1.0124,22.2553,2.8377,2.0092,1.8317,1.7823,0.0434,4.2842,0.022,2.1733,45.8398,0.9718,2493.6,5.94,8.29,7.8,12.08,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0875,14.284,3.2182,20.5016,2.6519,2.1013,2.0444,2.0415,0.0393,3.9466,0.0207,1.8028,46.2714,1.0761,2385.1,6,8.57,7,11.94,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0876,13.9744,2.787,22.3489,2.4766,1.5813,1.724,1.8579,0.0372,2.9469,0.0163,1.6518,47.7182,0.8793,2898.3,6.21,9.13,10.7,11.89,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0877,16.0311,3.0365,22.6169,2.8228,2.1519,1.8007,1.7779,0.0435,4.2022,0.0211,1.7469,42.9239,0.8247,2705.1,6.51,9.06,9.4,11.98,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0878,10.9499,1.7716,27.1559,2.5247,1.7551,1.7139,1.6092,0.0363,3.5127,0.0193,1.9963,46.1716,0.7834,2630.7,6.33,8.88,10.8,11.62,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0879,10.117,2.9575,25.273,2.8666,1.6449,1.7924,1.9644,0.0331,3.8295,0.0149,1.4869,47.0779,0.942,2387.1,6.35,8.8,11.7,11.47,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0880,10.8882,1.6027,24.7506,3.3864,2.1689,2.1164,2.0393,0.0384,3.6171,0.0199,1.753,46.6191,1.0002,2092.1,6.22,8.21,10,11.61,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0881,11.4162,4.0903,20.622,3.5666,1.8268,2.3954,1.8393,0.0463,4.1196,0.023,2.0856,46.8082,1.1607,1627.8,6.24,7.84,8.2,11.61,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0882,10.9198,2.9592,25.5012,3.1448,1.7915,1.8641,1.7842,0.0345,4.0015,0.0177,1.8205,45.1712,0.9897,2424.2,6.55,8.79,9.4,11.53,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0883,15.4741,0.8245,19.5864,2.6433,2.0193,2.2458,1.9311,0.0395,4.5942,0.0225,2.1471,47.5668,0.9054,2266.5,5.97,8.42,7.1,12.24,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0884,15.2934,2.5334,21.5227,2.9549,1.8013,1.881,2.2937,0.0469,4.2799,0.0231,2.1369,44.0555,1.1773,2500.9,6.08,8.54,7.2,12.01,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0885,15.2313,2.0928,21.0949,2.863,1.9129,2.2852,2.1883,0.0397,3.6551,0.022,1.8019,45.8491,0.9638,2492.8,6.22,8.5,6.8,12.04,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0886,13.7822,2.1047,19.584,2.7102,2.2199,2.2593,1.8637,0.0358,3.5071,0.0209,2.1557,48.6896,1.067,2336.6,6.18,8.25,9.3,12.03,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0887,10.5798,1.5164,21.3916,3.029,1.8393,1.7291,2.1205,0.0373,3.9098,0.0176,2.1632,50.5552,1.1111,1965,6.03,8.23,8.7,11.74,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0888,17.0328,1.6559,21.826,2.5259,2.002,2.0796,2.1098,0.0349,3.8343,0.0176,2.0447,43.7434,1.0931,2618.2,6.03,8.71,10.5,12.2,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0889,10.6071,2.3745,19.7891,3.5768,2.1365,1.9294,2.1213,0.0363,4.5375,0.0235,2.3153,49.5664,0.9863,1704.3,5.69,7.81,8.5,11.7,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0890,16.5993,1.1259,17.4214,2.5157,1.7637,1.654,1.925,0.0363,3.4779,0.0207,1.7528,50.7892,0.9182,2414.9,5.97,8.61,8.3,12.38,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0891,16.4791,2.5441,20.8712,2.8464,2.0635,2.1872,1.6881,0.0341,3.7098,0.018,1.8196,44.8493,0.8895,2628.4,6.4,8.63,9.7,12.1,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0892,11.2037,3.5596,23.6708,2.8805,2.1145,2.2673,2.2403,0.0462,4.666,0.0191,2.0202,44.1605,1.1514,1950.6,6.09,8.22,6.2,11.6,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0893,10.0911,1.6746,28.0436,2.5176,1.902,1.6818,1.8812,0.0353,3.623,0.0218,1.9194,45.604,1.0047,2206.4,5.7,8.62,9.2,11.54,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
